policy,character_id,runs,wins,defeats,stalls,truncated,win_rate,average_reward,average_steps,average_completed_nodes,average_fights_won,average_gold,average_deck_size,average_relic_count,average_damage_dealt,average_damage_taken
heuristic,__overall__,10,5,5,0,0,0.5,71.42399999999991,169.1,9.5,6.0,227.4,15.7,1.3,436.0,60.7
heuristic,hedge_witch,10,5,5,0,0,0.5,71.42399999999991,169.1,9.5,6.0,227.4,15.7,1.3,436.0,60.7
linear_q,__overall__,10,0,1,9,0,0.0,-24.470000000000006,263.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0
linear_q,hedge_witch,10,0,1,9,0,0.0,-24.470000000000006,263.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0
random,__overall__,10,0,10,0,0,0.0,-3.452000000000041,144.0,7.6,4.7,154.4,13.8,0.7,230.0,75.9
random,hedge_witch,10,0,10,0,0,0.0,-3.452000000000041,144.0,7.6,4.7,154.4,13.8,0.7,230.0,75.9
