policy,character_id,runs,wins,defeats,stalls,truncated,win_rate,average_reward,average_steps,average_completed_nodes,average_fights_won,average_gold,average_deck_size,average_relic_count,average_damage_dealt,average_damage_taken
heuristic,__overall__,20,3,17,0,0,0.15,25.10599999999996,159.6,9.05,5.5,187.35,15.7,2.1,328.95,76.75
heuristic,shroomancer,20,3,17,0,0,0.15,25.10599999999996,159.6,9.05,5.5,187.35,15.7,2.1,328.95,76.75
linear_q,__overall__,20,10,10,0,0,0.5,63.59999999999995,155.4,9.35,5.75,234.4,15.45,2.15,366.75,72.7
linear_q,shroomancer,20,10,10,0,0,0.5,63.59999999999995,155.4,9.35,5.75,234.4,15.45,2.15,366.75,72.7
random,__overall__,20,0,20,0,0,0.0,-8.934500000000023,141.85,7.3,4.45,144.15,13.75,1.15,202.95,81.6
random,shroomancer,20,0,20,0,0,0.0,-8.934500000000023,141.85,7.3,4.45,144.15,13.75,1.15,202.95,81.6
