policy,character_id,runs,wins,defeats,stalls,truncated,win_rate,average_reward,average_steps,average_completed_nodes,average_fights_won,average_gold,average_deck_size,average_relic_count,average_damage_dealt,average_damage_taken
heuristic,__overall__,10,1,9,0,0,0.1,31.287999999999915,183.9,8.8,6.1,206.2,16.2,1.2,363.1,67.4
heuristic,witch_clerk,10,1,9,0,0,0.1,31.287999999999915,183.9,8.8,6.1,206.2,16.2,1.2,363.1,67.4
linear_q,__overall__,10,3,7,0,0,0.3,55.59699999999992,156.2,9.1,6.5,236.3,16.3,1.0,398.8,70.6
linear_q,witch_clerk,10,3,7,0,0,0.3,55.59699999999992,156.2,9.1,6.5,236.3,16.3,1.0,398.8,70.6
random,__overall__,10,0,10,0,0,0.0,-5.446000000000018,108.2,7.2,4.3,140.7,13.1,0.8,188.4,68.8
random,witch_clerk,10,0,10,0,0,0.0,-5.446000000000018,108.2,7.2,4.3,140.7,13.1,0.8,188.4,68.8
