policy,character_id,runs,wins,defeats,stalls,truncated,win_rate,average_reward,average_steps,average_completed_nodes,average_fights_won,average_gold,average_deck_size,average_relic_count,average_damage_dealt,average_damage_taken
heuristic,__overall__,10,4,6,0,0,0.4,55.99900000000004,129.8,9.4,5.9,227.4,15.4,1.9,383.4,74.1
heuristic,bureaucrat,10,4,6,0,0,0.4,55.99900000000004,129.8,9.4,5.9,227.4,15.4,1.9,383.4,74.1
linear_q,__overall__,10,2,8,0,0,0.2,37.876,141.4,8.8,6.2,222.9,15.8,1.0,352.9,74.0
linear_q,bureaucrat,10,2,8,0,0,0.2,37.876,141.4,8.8,6.2,222.9,15.8,1.0,352.9,74.0
random,__overall__,10,0,10,0,0,0.0,2.5429999999999806,119.6,8.1,5.4,177.1,14.0,0.8,221.6,78.5
random,bureaucrat,10,0,10,0,0,0.0,2.5429999999999806,119.6,8.1,5.4,177.1,14.0,0.8,221.6,78.5
