policy,character_id,runs,wins,defeats,stalls,truncated,win_rate,average_reward,average_steps,average_completed_nodes,average_fights_won,average_gold,average_deck_size,average_relic_count,average_damage_dealt,average_damage_taken
heuristic,__overall__,10,4,6,0,0,0.4,56.37099999999991,146.3,9.4,5.6,221.7,15.5,2.1,354.0,65.5
heuristic,sewer_diplomat,10,4,6,0,0,0.4,56.37099999999991,146.3,9.4,5.6,221.7,15.5,2.1,354.0,65.5
linear_q,__overall__,10,8,2,0,0,0.8,95.87799999999983,269.8,9.8,6.0,276.0,13.2,2.1,401.5,61.4
linear_q,sewer_diplomat,10,8,2,0,0,0.8,95.87799999999983,269.8,9.8,6.0,276.0,13.2,2.1,401.5,61.4
random,__overall__,10,0,10,0,0,0.0,-2.2690000000000348,131.1,7.7,4.7,144.4,13.3,1.3,230.9,77.5
random,sewer_diplomat,10,0,10,0,0,0.0,-2.2690000000000348,131.1,7.7,4.7,144.4,13.3,1.3,230.9,77.5
